accession_num|name|date|url|img_urls
AKM57|Illustration of a Mountain Goat|ca. 1450|https://www.agakhanmuseum.org/collection/artifact/illustration-of-a-mountain-goat-akm57|https://www.agakhanmuseum.org/dataset-images/2iduycwrgrj-64c34899-7ba7-4651-b69c-8b87e5ae62a7/AKM57_2019_HERO.jpg
AKM52|Gushtasp Puts Isfandiyar in Chains|1494|https://www.agakhanmuseum.org/collection/artifact/gushtasp-puts-isfandiyar-in-chains-akm52|https://www.agakhanmuseum.org/dataset-images/2idt3a8btvx-a76747ed-0fe1-4b8c-b90d-e671b788138a/AKM52_2019_HERO.jpg
2016.3.1|The King on His Throne Regarding his Three Sons|ca. 1530|https://www.agakhanmuseum.org/collection/artifact/the-king-addressing-his-three-sons-2016_3_1|https://www.agakhanmuseum.org/dataset-images/2idis1szqbp-80bd5fb5-66ac-4720-8e18-ce2cb9612493/2016.3.1_01_2017_HERO.jpg
AKM479|Folio from a Quran manuscript|9th - 10th centuries|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-quran-manuscript-akm479|https://www.agakhanmuseum.org/dataset-images/2hd8g2j9mdt-ea78941e-27ac-4a28-b36b-4fef70158d18/AKM479_gold_2018_HERO.jpg
AKM448|The Cremation of Talkhand and the Grief of His Mother|1666-1667|https://www.agakhanmuseum.org/collection/artifact/the-cremation-of-talkhand-and-the-grief-of-his-mother-akm448|https://www.agakhanmuseum.org/dataset-images/5u7soj6qx27-e48e4da9-8d93-4599-b9c9-5bca5f256353/AKM448_2019_HERO.jpg
AKM447|Bahram Chubineh and the Prophetic Princess|1666-1667|https://www.agakhanmuseum.org/collection/artifact/bahram-chubineh-and-the-prophetic-princess-akm447|https://www.agakhanmuseum.org/dataset-images/2hcsevzuly9-5567f404-2655-4c17-b906-a9a5a22a5a19/AKM447_2019_HERO.jpg
AKM446|The Blinding of King Hormuzd by Banduy and Gustaham|1666-1667|https://www.agakhanmuseum.org/collection/artifact/the-blinding-of-king-hormuzd-by-banduy-and-gustaham-akm446|https://www.agakhanmuseum.org/dataset-images/2hcqu98hi23-96ac143a-3813-4aed-b29e-39be48b74e05/AKM446_2019_HERO.jpg
AKM445|Khusrau Parviz Returns to Shirin|1666-1667|https://www.agakhanmuseum.org/collection/artifact/khusrau-parviz-returns-to-shirin-akm445|https://www.agakhanmuseum.org/dataset-images/2hcoxabe8h9-642e08a9-1f75-423c-a37c-3758c6754eb7/AKM445_2019_HERO.jpg
AKM443|Rustam Lifting Alkus on His Spear|1666-1667|https://www.agakhanmuseum.org/collection/artifact/rustam-lifting-alkus-on-his-spear-akm443|https://www.agakhanmuseum.org/dataset-images/2hcmwdqc8uh-2824f611-762b-4a10-87b0-f9f19a2c97ec/AKM443_2019_HERO.jpg
AKM327|Folio from an Album|mid-16th century|https://www.agakhanmuseum.org/collection/artifact/folio-from-an-album-akm327|https://www.agakhanmuseum.org/dataset-images/2hcekguigj1-4cc2349a-3ff3-45c2-b513-f14ced0447b9/AKM327_2017_HERO.jpg
AKM326|Folio from an Album|dated 933 AH/1526–27|https://www.agakhanmuseum.org/collection/artifact/folio-from-an-album-akm326|https://www.agakhanmuseum.org/dataset-images/2hcd05bxd47-c7d4b546-9676-4400-97c8-0e4387b086f1/AKM326_2017_HERO.jpg
AKM321|Qur’an Manuscript|dated A. H. 1220/1805|https://www.agakhanmuseum.org/collection/artifact/quran-manuscript-akm321|https://www.agakhanmuseum.org/dataset-images/2hca57fm4rj-bea4ac33-c7a5-48a2-8d7a-a50b47ef949d/AKM321_f3r_f2v_2018_HERO.jpg
AKM293|Folio from a Qur’an Manuscript|9th - 10th century|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-quran-manuscript-akm293|https://www.agakhanmuseum.org/dataset-images/2hbpgtu55gz-4ebde473-4ea4-4aa6-9809-9e38cc050192/AKM293_2018_HERO.jpg
AKM225|Folio from a Qur’an Manuscript|early 14th century|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-quran-manuscript-akm225|https://www.agakhanmuseum.org/dataset-images/2hbnsiup6rn-9e420bcd-f72b-4741-900e-2ccb10ed2411/AKM225_2017_HERO.jpg
AKM121|Jahangir hunting lions from an elephant|ca. 1610|https://www.agakhanmuseum.org/collection/artifact/jahangir-hunting-lions-from-an-elephant-akm121|https://www.agakhanmuseum.org/dataset-images/2hbk7iqdcwr-cf63ca5b-5e0c-4af3-9016-558037631f21/AKM121_2018_HERO.jpg
AKM79|Rustam Rescues Bizhan from the Pit|1666–67|https://www.agakhanmuseum.org/collection/artifact/rustam-rescues-bizhan-from-the-pit-akm79|https://www.agakhanmuseum.org/dataset-images/2ew7mtlyw01-a8df413b-5400-4091-a68d-afcf9ba66618/AKM79_2019_HERO.jpg
AKM7|The Rocky Lotus: Sumulutun|13th century|https://www.agakhanmuseum.org/collection/artifact/the-rocky-lotus-sumulutun-akm7|https://www.agakhanmuseum.org/dataset-images/2evnbbuazop-ab3ff2e6-0d9d-4adf-97ac-9a37f3166546/AKM7_back_2017_HERO.jpg
2018.1.1|A “Veneto-Saracenic” Bowl and Lid|first half of the 16th century|https://www.agakhanmuseum.org/collection/artifact/a-veneto-saracenic-bowl-and-lid-2018_1_1|https://www.agakhanmuseum.org/dataset-images/2eu8x0m0lnf-556cf3b5-3ade-4a3f-8ded-255e0ef1c3b9/2018.1.1_2_2018_HERO.jpg
AKM344|Folio from a Muraqqa‘ (Album)|ca. 1600|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-muraqqa-album-akm344|https://www.agakhanmuseum.org/dataset-images/1ubslawiqkl-5fa4fa02-0bf5-4cd3-be77-785c6d2d009e/AKM344_2019_HERO.jpg
AKM917|Shiite Talismanic Pilgrimage Scroll|1787–88|https://www.agakhanmuseum.org/collection/artifact/shiite-talismanic-pilgrimage-scroll-akm917|https://www.agakhanmuseum.org/dataset-images/1ublw59y7w1-4f1a78d5-d2e7-4d7d-8220-7cac0544faca/AKM917_2017_Hero.jpg
AKM902|Illuminated Page of Calligraphy|ca. 1525–1540|https://www.agakhanmuseum.org/collection/artifact/illuminated-page-of-calligraphy-akm902|https://www.agakhanmuseum.org/dataset-images/1ubbrr0vahc-b67830db-b263-421b-b1c1-6019cd68ea75/AKM902_gold_2018_HERO.jpg
AKM486|Folio from a Muraqqa‘ (Album)|late 16th century|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-muraqqa-album-akm486|https://www.agakhanmuseum.org/dataset-images/1ub8h6tqtve-3e13d618-e3ef-4fcf-8ac5-f2f96604f63b/AKM486_gold_2018_HERO.jpg
AKM455|Combat of Bahram and Tazhav|ca. 1600–1610|https://www.agakhanmuseum.org/collection/artifact/combat-of-bahram-and-tazhav-akm455|https://www.agakhanmuseum.org/dataset-images/1ub718e7z5r-67be2adf-ef2e-4b5e-8f46-536d5cb56e58/AKM455_gold_2018_HERO.jpg
AKM444|Bahram Gur Fights Two Lions to Win the Throne|1666—1667|https://www.agakhanmuseum.org/collection/artifact/bahram-gur-fights-two-lions-to-win-the-throne-akm444|https://www.agakhanmuseum.org/dataset-images/1ub5j7yv7lu-5c8f71e1-60be-4153-bbcd-fd41fa5c9afb/AKM444_gold_2018_HERO.jpg
AKM442|Zal Approaches Rudabeh’s Palace|1666—1667|https://www.agakhanmuseum.org/collection/artifact/zal-approaches-rudabehs-palace-akm442|https://www.agakhanmuseum.org/dataset-images/1ub3amsdcou-09a65abc-5190-43ee-bb3a-40baae08945e/AKM442_back_2019_HERO.jpg
AKM419|A Banquet in a Palace Chamber|late 16th century|https://www.agakhanmuseum.org/collection/artifact/a-banquet-in-a-palace-chamber-akm419|https://www.agakhanmuseum.org/dataset-images/1ub1hzwv2wd-7f03b125-d0ac-4f8c-b5f0-c02f3f3611cf/AKM419_2018_HERO.jpg
AKM397|The Constellations Sunbulat (Virgo), al-Mizan (Libra), Al- ‘Aqrab (Scorpio), and Al-Assad (Leo)|ca. 1643|https://www.agakhanmuseum.org/collection/artifact/the-constellations-sunbulat-virgo-al-mizan-libra-al-aqrab-scorpio-and-al-assad-leo-akm397|https://www.agakhanmuseum.org/dataset-images/1uazsqp37dv-7d1a4d35-e6e1-425e-85ab-0171f0fa7210/AKM00397_r_HERO1.jpg
AKM339|Folio from a Muraqqa‘ (Album)|ca. 1600|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-muraqqa-album-akm339|https://www.agakhanmuseum.org/dataset-images/1uaxpd32sky-1c54a427-2470-42c1-a9e0-e4b0a5139e9c/AKM339_2018_HERO.jpg
AKM324|Frontispiece from a Manuscript of Persian poetry|mid-16th century|https://www.agakhanmuseum.org/collection/artifact/frontispiece-from-a-manuscript-of-persian-poetry-akm324|https://www.agakhanmuseum.org/dataset-images/1uaw7kc1k33-b3112a21-86a8-4939-98d6-5e8942007f58/AKM324_2019_HERO.jpg
AKM291|Leaf from a Qur’an Manuscript|9th – 10th centuries|https://www.agakhanmuseum.org/collection/artifact/leaf-from-a-quran-manuscript-akm291|https://www.agakhanmuseum.org/dataset-images/1uathp1wf7y-bde8bf8e-d373-452e-9510-e1cef0a644ce/AKM291_2018_HERO.jpg
AKM288.10|Motherly Love, Folio from a manuscript of the Ethics of Nasir (Akhlaq-i Nasiri)|ca. 1590–1595|https://www.agakhanmuseum.org/collection/artifact/motherly-love-akm288_10|https://www.agakhanmuseum.org/dataset-images/1uarrto3kk1-0863daa9-1359-4b18-a413-f56d7c12378f/AKM288.10_2018_HERO.jpg
AKM250|Leaf from a Qur’an Manuscript|9th century|https://www.agakhanmuseum.org/collection/artifact/leaf-from-a-quran-manuscript-akm250|https://www.agakhanmuseum.org/dataset-images/1uacykit7qx-545ef381-44dc-40fa-8c00-5472185b8272/AKM250_2019_HERO1.jpg
AKM144|Two Young Pages Dressed in Iranian Style|mid-17th century|https://www.agakhanmuseum.org/collection/artifact/two-young-pages-dressed-in-iranian-style-akm144|https://www.agakhanmuseum.org/dataset-images/1ua9dvc0ddh-ad5f7379-724f-4538-9c34-cc50ea750db9/AKM144_2018_HERO.jpg
AKM142|Folio from a Muraqqa‘ (Album)|16th century (borders: 17th century)|https://www.agakhanmuseum.org/collection/artifact/folio-from-a-muraqqa-album-akm142|https://www.agakhanmuseum.org/dataset-images/1ua7uonpems-c9f15921-40cf-4214-9bcc-64ae03f1102e/AKM142_back_2018_HERO.jpg
AKM139|Shah ‘Abbas I Attended by a Page|mid-17th century|https://www.agakhanmuseum.org/collection/artifact/shah-abbas-i-attended-by-a-page-akm139|https://www.agakhanmuseum.org/dataset-images/1ua5uom5ock-2f8c698b-f747-47b8-a577-c8f783a9a9d2/AKM139_2018_HERO.jpg
AKM67|Bahram Gur in the Yellow Palace of the Chinese Princess|late 16th century|https://www.agakhanmuseum.org/collection/artifact/bahram-gur-in-the-yellow-palace-of-the-chinese-princess-akm67|https://www.agakhanmuseum.org/dataset-images/1tqdqzwwkcy-27bf1db4-db4b-4c3b-be04-821d7a96f390/AKM67_2019_HERO.jpg
AKM51|Bahram Chubin Kills Saveh Shah|1494|https://www.agakhanmuseum.org/collection/artifact/bahram-chubin-kills-saveh-shah-akm51|https://www.agakhanmuseum.org/dataset-images/1tqc4yp0zs3-76ca19ea-9d1d-4afe-bb33-96908732d49f/AKM51_2018_hero.jpg
AKM8|Folio from the Manuscript of Khawass al-Ashjar (The Characteristics of Trees)|13th century|https://www.agakhanmuseum.org/collection/artifact/folio-from-the-manuscript-of-khawass-al-ashjar-the-characteristics-of-trees-akm8|https://www.agakhanmuseum.org/dataset-images/1tq8brwxkfz-bec67e2e-cf2a-4caa-b6e0-acef7cb35949/AKM8_2018_Hero.jpg
2016.4.2|Bowl|mid-13th century|https://www.agakhanmuseum.org/collection/artifact/bowl-2016_4_2|https://www.agakhanmuseum.org/dataset-images/1tq6fck3up5-6dcfcaad-1a3b-49ba-94fa-cfc82e89eb38/2016.4.2_side01_2017_HERO1.jpg
2016.4.1|Zal by Rudabeh’s Palace|ca. 1610|https://www.agakhanmuseum.org/collection/artifact/zal-by-rudabehs-palace-2016_4_1|https://www.agakhanmuseum.org/dataset-images/1tq4axw004d-cd5c6da6-97c0-4bae-9115-c2cf96c97668/2016.4.1_01_2017_HERO.jpg
AKM763|Lustre-Painted Ewer|12th–13th century|https://www.agakhanmuseum.org/collection/artifact/lustre-painted-ewer-akm763|https://www.agakhanmuseum.org/dataset-images/10j6kmzutif-1ed2acee-bc37-46e6-a217-f80790360c22/AKM763.01_2019_HERO1.jpg
AKM559|Lustre-Painted Dish|12th–13th century|https://www.agakhanmuseum.org/collection/artifact/lustre-painted-dish-akm559|https://www.agakhanmuseum.org/dataset-images/10j1otez4v3-9c697949-55d3-4721-ba7d-086bad86fdb6/AKM559_top_2017_HERO.jpg
AKM268|Prelude to the Shahnameh (Book of Kings)|1457|https://www.agakhanmuseum.org/collection/artifact/prelude-to-the-shahnameh-book-of-kings-akm268|https://www.agakhanmuseum.org/dataset-images/zr8y1zsma7-c1bd8d79-8265-4729-a012-886320658256/AKM268.f8v_2019_HERO.jpg
AKM222|Qur’an Folio|late 10th century|https://www.agakhanmuseum.org/collection/artifact/qur-an-folio-akm222|https://www.agakhanmuseum.org/dataset-images/zr3gbh9hhi-33ec5d4b-42d9-4303-a841-043456eecc6e/AKM222_gold_2018_HERO.jpg
AKM44|The Maiden Gulandam and an Ardent Admirer|ca. 1477|https://www.agakhanmuseum.org/collection/artifact/the-maiden-gulandam-and-an-ardent-admirer-akm44|https://www.agakhanmuseum.org/dataset-images/zqy6fuwlzo-cc79eff9-11ab-41c2-9569-ad82472a025f/AKM44_2019_HERO.jpg
AKM386|Upper cover and front doublure of a Qur’an binding|ca. 1550–75|https://www.agakhanmuseum.org/collection/artifact/upper-cover-and-front-doublure-of-a-qur-an-binding-akm386|https://www.agakhanmuseum.org/dataset-images/zriul5g7e3-6ea8cf46-cdd4-49e3-a17d-3e7d511c5698/AKM386.outside-upper%20cover_2019_HERO.jpg
AKM220|Portrait of Sultan Selim III|ca. 1805|https://www.agakhanmuseum.org/collection/artifact/portrait-of-sultan-selim-iii-akm220|https://www.agakhanmuseum.org/dataset-images/xb3iq7dos1-dfeb9d5a-940a-4e39-9afd-aba1181bda21/AKM220_2019_HERO.jpg
AKM13|The Night of Power (Shab-i Qadr)|ca. 1450|https://www.agakhanmuseum.org/collection/artifact/the-night-of-power-shab-i-qadr-akm13|https://www.agakhanmuseum.org/dataset-images/x8gag0xxon-7583f2de-10ab-437f-9c12-bd38a4a54442/AKM13_2019_HERO.jpg
AKM531|Double Album Page|early 19th century|https://www.agakhanmuseum.org/collection/artifact/double-album-page-akm531|https://www.agakhanmuseum.org/dataset-images/c0ohva24xq-b2a3e843-90ca-4afb-a77d-4a7ba7269815/AKM531_2019_HERO.jpg
AKM410|King Solomon (Sulayman) and the Queen of Sheba (Belqis) Enthroned|ca. 1560–1570|https://www.agakhanmuseum.org/collection/artifact/king-solomon-sulayman-and-the-queen-of-sheba-belqis-enthroned-akm410|https://www.agakhanmuseum.org/dataset-images/c0m3nwy7wc-e63fe3bf-d577-48ee-8274-8d626f94d2e5/AKM410_a-b_2018-Hero.jpg
AKM385|Bookbinding|ca. 1540–1600|https://www.agakhanmuseum.org/collection/artifact/bookbinding-akm385|https://www.agakhanmuseum.org/dataset-images/c0kf337uin-92dfea6c-d826-4ce0-be13-1da8158eb7fc/AKM385_01_2015_HERO1.jpg
AKM288.15|An Argument in a Courtyard, Folio from the Ethics of Nasir (Akhlaq-e Nasiri) by Nasir al-Din Tusi|1590–1595|https://www.agakhanmuseum.org/collection/artifact/men-arguing-in-a-courtyard-akm288.15|https://www.agakhanmuseum.org/dataset-images/c0i1vmugxs-16ae838d-a2dc-41b3-9ed1-a3b6cacd21bd/AKM288.15.f236r_2019_HERO.jpg
AKM898|Small Ewer|12th¬–13th century|https://www.agakhanmuseum.org/collection/artifact/small-ewer-akm898|https://www.agakhanmuseum.org/dataset-images/c02dx5ldzd-909f6178-99a7-4845-acd1-0d99af994d2d/AKM898_side01_2019-HERO1.jpg
AKM649|Bottle|10th–11th century|https://www.agakhanmuseum.org/collection/artifact/bottle-akm649|https://www.agakhanmuseum.org/dataset-images/bzsjdxtmop-a153ddf5-23c2-40ce-8c84-c1453307cad2/AKM649_side01_2019-HERO1.jpg
AKM103|Isfandiyar kills the Simurgh|1576–77|https://www.agakhanmuseum.org/collection/artifact/isfandiyar-kills-the-simurgh-akm103|https://www.agakhanmuseum.org/dataset-images/ab7g0dvx9er-328edfb3-91ff-4988-bc41-e738cb44da48/AKM103_gold_2018_HERO.jpg
AKM102|Isfandiyar kills the lions|1576–77|https://www.agakhanmuseum.org/collection/artifact/isfandiyar-kills-the-lions-akm102|https://www.agakhanmuseum.org/dataset-images/ab7b7eln0mj-22a86a86-51bf-499c-81cd-699015e3b3c8/AKM102_2017_HERO.jpg
AKM99|Faridun with the envoys of Salm and Tur|1576–77|https://www.agakhanmuseum.org/collection/artifact/faridun-with-the-envoys-of-salm-and-tur-akm99|https://www.agakhanmuseum.org/dataset-images/ab6vwyg2tob-e93677bc-0bb8-48c2-a5ab-a309579dc910/AKM99_2019_HERO.jpg
AKM72|Pashang discusses the invasion of Iran|1576–77|https://www.agakhanmuseum.org/collection/artifact/pashang-discusses-the-invasion-of-iran-akm72|https://www.agakhanmuseum.org/dataset-images/ab6ovrbga0z-97c45834-5277-42f4-989b-34f3a32c8dc3/AKM72_2019_HERO.jpg
AKM70|The Khaqan of Chin consults his advisors on the war with Iran|1576–77|https://www.agakhanmuseum.org/collection/artifact/the-khaqan-of-chin-consults-his-advisors-on-the-war-with-iran-akm70|https://www.agakhanmuseum.org/dataset-images/aaiuh3e72oz-3c5e803c-ac2e-4225-89eb-9f1ef4451d0c/AKM70_2017_HERO.jpg
AKM89|The last of the Abbasid caliphs, Mustaʿsim (r. 1242–58)|early 15th century|https://www.agakhanmuseum.org/collection/artifact/the-last-of-the-abbasid-caliphs-musta-sim-r-1242-58-akm89|https://www.agakhanmuseum.org/dataset-images/aai9qbajx6j-85520be6-eee0-459a-b5f4-7df329cbd148/AKM89_2019_HERO.jpg
AKM41|Concerning the punishment of an idolator (one of the weak Muslims)|early 15th century|https://www.agakhanmuseum.org/collection/artifact/concerning-the-punishment-of-an-idolator-one-of-the-weak-muslims-akm41|https://www.agakhanmuseum.org/dataset-images/aai0vpdyz6b-30beeb6a-cbdb-4e73-8d8c-1f55623cd3da/AKM41_2017_Hero.jpg
AKM40|An obituary listing eight victims of the Nizari Ismaʿili assassins|early 15th century|https://www.agakhanmuseum.org/collection/artifact/an-obituary-listing-eight-victims-of-the-nizari-isma-ili-assassins-akm40|https://www.agakhanmuseum.org/dataset-images/aaepaq35i6r-36033df7-578f-4363-ab13-e1ce96497005/AKM40_gold_2018_HERO.jpg
2017.1.1|Perfume sprinkler|12th–13th century|https://www.agakhanmuseum.org/collection/artifact/perfume-sprinkler-2017.1.1|https://www.agakhanmuseum.org/dataset-images/aaeg50qz2k3-81237f15-a511-43ab-8210-48e778dcc86a/2017.1.1side_2018_HERO.jpg
AKM962|Candlestick|ca. 1300–50|https://www.agakhanmuseum.org/collection/artifact/candlestick-akm962|https://www.agakhanmuseum.org/dataset-images/9ua2dc7ug9v-28c2e6f7-1709-4cb9-a3b0-c7857018693d/AKM962_2019_HERO1.jpg
AKM961|Base of an Incense Burner|ca. 1275-1325|https://www.agakhanmuseum.org/collection/artifact/base-of-an-incense-burner-akm961|https://www.agakhanmuseum.org/dataset-images/9u9mdmba9iz-1c975e4f-b3b8-404e-8002-403220c676be/AKM961_2019_HERO1.jpg
AKM886|Candlestick|late 13th–14th century|https://www.agakhanmuseum.org/collection/artifact/candlestick-akm886|https://www.agakhanmuseum.org/dataset-images/9u96tl8o3sv-4b5e4a5f-8d47-4e64-8177-77019012bf73/AKM886_2019_HERO.jpg
AKM963|Dagger and sheath|ca. 1700|https://www.agakhanmuseum.org/collection/artifact/dagger-jambiya-or-khanjar-and-scabbard-akm963|https://www.agakhanmuseum.org/dataset-images/9e3qzwfg88j-4ac61c1e-75b8-47a9-956f-40c3b9f03668/AKM963_alt_2013-Hero.jpg
AKM891|Perfume or snuff bottle|17th or 18th century|https://www.agakhanmuseum.org/collection/artifact/perfume-or-snuff-bottle-akm891|https://www.agakhanmuseum.org/dataset-images/9e3iz96ek37-fb5eb432-8f84-4a24-8df4-719a17642cbc/AKM891_side01_2019_HERO1.jpg
AKM890|Amulet pendant|17th century or later (or with later modifications)|https://www.agakhanmuseum.org/collection/artifact/amulet-pendant-akm890|https://www.agakhanmuseum.org/dataset-images/9e3e970dy1j-32a945c0-6193-43a8-bbfd-4edc8af2b793/AKM890_side05_2019_Hero1.jpg
AKM668|Ruby Mounted Agate Talismanic Pendant|19th century|https://www.agakhanmuseum.org/collection/artifact/ruby-mounted-agate-talismanic-pendant-akm668|https://www.agakhanmuseum.org/dataset-images/9e3a7mxcdtf-03007db9-452f-4369-957e-1655a42b48d6/AKM668_top_2018_Hero1.jpg
AKM627|Badge of the Order of the Lion and Sun|ca. 1840–60|https://www.agakhanmuseum.org/collection/artifact/badge-of-the-order-of-the-lion-and-sun-akm627|https://www.agakhanmuseum.org/dataset-images/9e33e1s4cob-3b4c5357-cf51-4407-a152-81a3cc9db2f7/AKM627_2017_HERO1.jpg
AKM624.2|Gold Amulet|19th century|https://www.agakhanmuseum.org/collection/artifact/gold-amulet-akm624.2|https://www.agakhanmuseum.org/dataset-images/9e29sx6yter-642286c2-1a16-41c5-bbaa-4d7a9de3bf6e/AKM624.2_2018_Hero1.jpg
AKM624.1|Miniature gold Qur’an case|19th century|https://www.agakhanmuseum.org/collection/artifact/miniature-gold-qur-an-case-akm624.1|https://www.agakhanmuseum.org/dataset-images/9e1vyu387v3-e98d16ea-7012-4332-b1a4-63e3f0dbaf5e/AKM624.1_side01_2018_Hero1.jpg
AKM600a, AKM600b|Pair of silver armlets or anklets|11th-12th century|https://www.agakhanmuseum.org/collection/artifact/pair-of-silver-armlets-or-anklets-akm600|https://www.agakhanmuseum.org/dataset-images/9e1mrkz18sb-f9f531e0-2d72-419d-8799-96fc49059f0e/AKM600a&b_side01_2019_HERO.jpg
AKM599|Amulet Box|11-12th century|https://www.agakhanmuseum.org/collection/artifact/amulet-box-akm599|https://www.agakhanmuseum.org/dataset-images/9e1fx9ifxjb-1f960ee2-7419-4e87-9249-fa19d42ed0b8/AKM599_2018_hero1.jpg
AKM85|Sindukht Presents Gifts To Sam|late 13th or early 14th century|https://www.agakhanmuseum.org/collection/artifact/sindukht-presents-gifts-to-sam-akm85|https://www.agakhanmuseum.org/dataset-images/9bnp9exhf6z-f3bf322d-80cd-467e-be4b-8ea5ac09ac31/AKM85_2017_HERO.jpg
AKM22|Kay Khusrau Swears Vengeance toward Afrasiyab before his Grandfather, Kay Kavus|late 13th or early 14th century|https://www.agakhanmuseum.org/collection/artifact/kay-khusrau-swears-vengeance-toward-afrasiyab-before-his-grandfather-kay-kavus-akm22|https://www.agakhanmuseum.org/dataset-images/9bnl4pq3rbf-1e32f081-4e0b-41f1-9b13-5fdc1b03271f/AKM22_2017_HERO.jpg
AKM21|Shapur Sees the Daughter of Mihrak at the Well|late 13th or early 14th century|https://www.agakhanmuseum.org/collection/artifact/shapur-sees-the-daughter-of-mihrak-at-the-well-akm21|https://www.agakhanmuseum.org/dataset-images/9bnekns130n-f3610a1d-23dc-4b71-974c-9b68b21797d4/AKM21_2017_Hero.jpg
AKM20|Bahram Gur Hunts, Slaying a Lion and a Lioness|late 13th or early 14th century|https://www.agakhanmuseum.org/collection/artifact/bahram-gur-hunts-slaying-a-lion-and-a-lioness-akm20|https://www.agakhanmuseum.org/dataset-images/9bn4j616m8v-05e2b456-09a5-426f-b1fd-8927aefc2c04/AKM20_2017_HERO.jpg
AKM19|The Three Sons of Faridun at the Court of King Sarv of the Yemen|late 13th or early 14th century|https://www.agakhanmuseum.org/collection/artifact/the-three-sons-of-faridun-at-the-court-of-king-sarv-of-the-yemen-akm19|https://www.agakhanmuseum.org/dataset-images/9bmxs68z49b-86a82cb6-5684-4b87-81c2-110754a8f055/AKM19_2017_Hero1.jpg
AKM18|Rustam Lifts Afrasiyab From His Saddle|late 13th or early 14th century|https://www.agakhanmuseum.org/collection/artifact/rustam-lifts-afrasiyab-from-his-saddle-akm18|https://www.agakhanmuseum.org/dataset-images/9bmz0a1i113-be8b1dde-9e83-414a-b1cc-5d2ffddeb08b/AKM18_2017_HERO.jpg
AKM17.1, AKM17.2|Shapur Besieges A Fortress Of The Ghassanid King Ta’ir|late 13th or early 14th century|https://www.agakhanmuseum.org/collection/artifact/shapur-besieges-a-fortress-of-the-ghassanid-king-ta-ir-akm17|https://www.agakhanmuseum.org/dataset-images/9aupvlo8dp7-5fbd484a-f828-455c-abfa-981ebcd5bdea/AKM17.1_verso_2017_Hero2.jpg
AKM922|Portrait of Shah Raju II|ca. 1670 – 80|https://www.agakhanmuseum.org/collection/artifact/portrait-of-shah-raju-ii-akm922|https://www.agakhanmuseum.org/dataset-images/8tlc4s4dh8z-b2fe23f5-44d7-44e4-90bb-80b981438dba/AKM922_2019_HERO.jpg
AKM458|Portrait of Nawab Bairam Khan|ca. 1710 – 40|https://www.agakhanmuseum.org/collection/artifact/portrait-of-nawab-bairam-khan-akm458|https://www.agakhanmuseum.org/dataset-images/8tl9rmw1duv-69f1d339-c987-4031-88cc-e906fa6e4dcd/AKM458_2018_HERO.jpg
AKM130|Babur Racing with Qasim Beg and Qambar 'Ali|ca. 1589|https://www.agakhanmuseum.org/collection/artifact/babur-racing-with-qasim-beg-and-qambar-ali-akm130|https://www.agakhanmuseum.org/dataset-images/8tl74hjj35r-d3ad329c-92c8-4a99-83d8-3366107c816a/AKM130_2018_HERO.jpg
AKM38|A Forest Conflict|Early 15th century|https://www.agakhanmuseum.org/collection/artifact/a-forest-conflict-akm38|https://www.agakhanmuseum.org/dataset-images/7qkj3uqdh6r-0e7db7fe-fca7-4264-be1f-4762500a7cd6/AKM38_2017_HERO1.jpg
AKM678|Sufi Hat|early 20th century|https://www.agakhanmuseum.org/collection/artifact/sufi-hat-akm678|https://www.agakhanmuseum.org/dataset-images/6oa87x9q5bf-962bfbb1-4421-44a6-a983-014e51c5da83/AKM678.03_2017_HERO1.jpg
AKM493|Qur’an Manuscript|dated 1270 AH/ 1853–54|https://www.agakhanmuseum.org/collection/artifact/qur-an-manuscript-akm493|https://www.agakhanmuseum.org/dataset-images/6o9xckzmbej-d0a3e7b4-1cee-42d4-9046-682f5337eded/AKM493_f1v_f2r_2018_HERO3.jpg
AKM276|Manuscript of Gulshan-i Raz (The Rose Garden of Mysteries)|dated Shawwal-Dhu’l-Qa‘da 1310 H/April–May 1893|https://www.agakhanmuseum.org/collection/artifact/manuscript-of-gulshan-i-raz-the-rose-garden-of-mysteries-akm276|https://www.agakhanmuseum.org/dataset-images/6o9mr4ug84j-5ee36ab3-3586-4092-b835-ea30a41de716/AKM276_2017_HERO1.jpg
AKM692|Dish with bust of a woman|1640–80|https://www.agakhanmuseum.org/collection/artifact/dish-with-bust-of-a-woman-akm692|https://www.agakhanmuseum.org/dataset-images/6t3d7k4xh63-24f1ce61-07f0-4f61-98d4-1ed4c8e8d705/AKM692.top_2020_HERO.jpg
AKM535|Dala’il al-Khayrat Prayer book|19th century|https://www.agakhanmuseum.org/collection/artifact/dala-il-al-khayrat-prayer-book-akm535|https://www.agakhanmuseum.org/dataset-images/6cbjmxvrzjn-605b4e08-fa52-4564-9a59-2b112ce549ef/AKM535.fol16v.2016_HERO2.jpg
